encoded_key
NOOP
NOOP
A
NOOP
NOOP
NOOP
NOOP
U
U
U
U
U
BU
BU
U
U
U
U
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
L
BL
BL
BL
L
L
L
L
L
L
L
BL
BL
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
R
R
R
R
R
R
R
R
R
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
R
R
R
R
R
R
R
R
R
NOOP
NOOP
L
L
L
L
L
L
L
L
L
L
B
B
B
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
L
L
L
L
BL
B
B
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
R
R
R
R
R
R
NOOP
B
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
L
L
L
L
L
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
B
NOOP
NOOP
L
L
L
L
L
L
L
L
L
BL
BL
L
L
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
NOOP
L
L
L
L
L
L
L
L
L
B
B
B
L
L
L
BL
BL
L
L
L
L
L
L
L
L
L
L
L
L
BL
BL
L
L
NOOP
NOOP
NOOP
B
B
B
B
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
NOOP
NOOP
L
L
L
L
L
L
L
L
L
L
L
L
NOOP
B
B
NOOP
L
L
NOOP
B
B
NOOP
NOOP
NOOP
B
NOOP
L
L
L
L
L
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
NOOP
L
L
L
L
L
L
L
B
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
NOOP
NOOP
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
NOOP
NOOP
L
L
AL
L
L
L
L
L
NOOP
A
A
NOOP
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
A
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
A
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
NOOP
NOOP
NOOP
NOOP
D
BD
D
D
D
BD
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
D
BD
D
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
D
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
R
R
R
NOOP
NOOP
R
R
R
NOOP
NOOP
R
R
R
R
R
R
NOOP
NOOP
R
R
R
NOOP
R
R
NOOP
NOOP
R
B
B
B
B
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
R
R
R
R
R
BR
BR
R
R
R
BR
BR
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
NOOP
D
D
D
D
D
D
D
D
D
D
NOOP
NOOP
NOOP
D
D
D
D
NOOP
R
R
R
R
NOOP
NOOP
R
R
R
R
B
B
B
NOOP
NOOP
D
D
D
D
D
D
D
BD
BD
BD
D
D
BD
BD
BD
D
D
D
BD
BD
D
D
BD
BD
BD
D
D
D
BD
BD
D
D
BD
BD
BD
D
D
BD
BD
BD
D
D
D
D
BD
BD
D
D
BD
BD
BD
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
D
D
D
AD
AD
AD
D
D
D
AD
AD
D
D
D
D
AD
AD
D
NOOP
A
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
A
A
NOOP
NOOP
NOOP
NOOP
NOOP
A
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
A
A
NOOP
NOOP
A
A
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
B
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
B
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
NOOP
NOOP
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
BD
D
D
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
D
BD
BD
D
D
D
D
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
D
BD
BD
D
D
D
D
BD
BD
BD
D
D
BD
BD
BD
BD
D
D
BD
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
D
BD
BD
D
D
D
BD
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
D
BD
BD
D
D
D
D
BD
BD
D
D
D
BD
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
BD
D
D
D
NOOP
NOOP
NOOP
NOOP
R
R
NOOP
NOOP
NOOP
R
NOOP
NOOP
R
R
NOOP
NOOP
R
R
NOOP
NOOP
R
R
R
R
R
R
R
R
R
NOOP
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
BR
R
R
R
R
R
R
BR
B
B
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
B
NOOP
R
R
R
R
R
BR
B
B
NOOP
NOOP
B
B
B
B
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
NOOP
B
NOOP
NOOP
NOOP
NOOP
NOOP
B
B
B
NOOP
R
R
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
R
R
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
D
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
D
D
D
BD
BD
D
D
D
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
L
BL
NOOP
NOOP
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
NOOP
NOOP
NOOP
B
B
B
NOOP
NOOP
NOOP
A
A
A
NOOP
NOOP
A
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
AD
D
D
D
D
AD
D
D
D
AD
AD
D
D
D
AD
AD
D
D
D
AD
AD
D
D
D
D
AD
D
D
D
AD
NOOP
NOOP
NOOP
A
A
A
NOOP
NOOP
A
A
A
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
NOOP
A
NOOP
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
NOOP
NOOP
NOOP
A
A
A
L
L
L
L
L
AL
AL
AL
L
L
L
L
AL
AL
L
L
L
AL
AL
L
L
L
AL
AL
L
L
L
L
L
L
L
L
L
NOOP
NOOP
NOOP
NOOP
NOOP
R
R
R
R
NOOP
NOOP
NOOP
NOOP
A
A
A
NOOP
NOOP
NOOP
NOOP
NOOP
NOOP
A
A
A
NOOP
NOOP
A
A
A
NOOP
NOOP
NOOP
D
D
D
D
D
D
D
D
BD
BD
D
D
D
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
D
D
D
D
D
D
D
D
D
BD
D
D
D
D
BD
D
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
BD
D
D
D
D
BD
BD
D
D
BD
BD
BD
D
D
D
BD
BD
D
D
D
D
BD
BD
D
D
D
D
D
D
D
D
BD
BD
D
D
D
D
BD
BD
D
D
D
BD
BD
BD
D
D
D
BD
BD
D
D
D
D
BD
BD
D
D
D
BD
BD
D
D
D
BD
BD
BD
D
D
BD
BD
BD
D
D
D
BD
BD
BD
D
D
BD
BD
BD
D
D
D
BD
BD
BD
D
D
BD
BD
B
NOOP
NOOP
NOOP
NOOP
B
B
B
